|departure_city|col_index|language|flight_date|airline|customer_review_original_language
3641|Washing|3641|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Washington DC to Charleston, and this is the 10th time I've made this flight with American Airlines, which I make 10-12 times a year, and is consistently horrible. The service is awful, the staff is unhelpful and beyond that a flight is never on time. If you can avoid using them without having to spend too much more money I'd highly recommend it.
3642|Chicago|3642|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Chicago to New Orleans in First class on March 16th. Flight boarded on time and friendly flight attendant greeting at the door. Flight 3/4 full and we left on time. Bumpy flight and attendants sat for a bit before pilot let them free to service the cabin. We were kept informed thru the flight of the weather as we had a lot of bumps. Lunch was served (we departed around 10:30am) so that was nice - a decent chicken-breast salad, cake and veggies. GOGO wifi worked well so was able to work. 2 hour flight was uneventful and landed on time. Bags took a bit long to get from gate-check but otherwise fine.
3643|New Orleans|3643|english|2022-12-21 00:11:42.953034977|AlphaAirlines|New Orleans to New York via Washington. My flight from New Orleans was delayed because of American Airlines problem and because of that I missed my connecting flight, yet they did not provide any hotel and on top of that asked for $75 change fee. When I asked why flight was delayed one AA customer service told me because of weather, another told me air traffic control. American Airlines are simple cheats. Unless you are looking for a horrible experience do not travel American Airlines.
3644|Manchester|3644|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Manchester to New York JFK with American Airlines and one of the worst flights of my life. Cabin crew on the way there were rude and we're taking it in turns to nap. Ran out of free beer before reaching us on the first round but the food was okay. For an 8 hour flight plus nearly 2 hours delay the seats are horrendously uncomfortable - an awful start to my holiday. I spent the 5 days in New York dreading the flight home. I was right to dread it - the same plane with awfully uncomfortable seats. The crew were much nicer. It was a night flight - no room to try and sleep as the seats are so close together. I will avoid AA like the plague.
3645|Bos|3645|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Boston to Aruba via Miami. Once again flew American Airlines and once again we had problems. What everyone else is saying about this airline is true. The plane used from Boston to Miami looked nice and new from the outside, but it's a whole different story on the inside. Inside the aircraft, the interior is horribly outdated and not clean at all. The plane smelled horrible the whole way. Worst of all, there is no in flight entertainment. Large TV monitors every few rows and the one closest to me wasn't even working! The seats are so uncomfortable and the leg room is virtually non-existent. Many of the seats show wear and tear. The flight attendants were rude and have miserable personalities and act like they are doing you a favor in serving you. The food was the worst I have had on an airline, especially on the return flight. I fly to the Caribbean every year and American Airlines is the worst airline I have travelled with.
3646|Norfolk|3646|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Norfolk to Austin visa Charlotte with American Airlines. Our flight was cancelled with no explanation and we were re-routed 12 hours later. Although we had paid nearly $80 extra per person for the earlier flight, we arrived too late to pick up our rental car - had to pay $30 for a cab to hotel, lost 1.5 days of vacation and ended up running through Charlotte like lunatics to make a tight connection late evening. No room in overhead bins and they checked our luggage. We got to the hotel at 2AM after waiting for baggage claim and a taxi. I could have driven to Texas quicker than this. Woke up at 4am and arrived there 22 hours later. I have flown to China quicker than this - appalling.
3647|Philadelphia|3647|english|2022-12-21 00:11:42.953034977|AlphaAirlines|"Philadelphia to Munich in American Airlines business class. The seat is pretty decent and easy access to the aisle in a 1-2-1 configuration. Upon ordering dinner I asked the flight attendant (who was the cabin services director / purser) whether a specific dish (blackened salmon) was to be expected as being very spicy or hot. The answer given was ""I have absolutely no idea"". Maybe I am used to more detail oriented cabin crew from european and middle eastern airlines however I would expect some knowledge about the menu in a premium cabin."
3648|Orlando|3648|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Orlando to Des Moines with American Airlines and not a single redeeming quality. 2 cancelled flights in 2 days and they wouldn't do a thing. I had to rebook my own flight over the phone. The airline staff have to be the least friendly, least helpful of any airline I've ever flown.
3649|Philadelphia|3649|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Philadelphia to Washington with American Airlines. Worst service ever! They cancelled our flight and could not put us on another flight for two days. Then I had to wait 2 hours for my luggage to be taken off a plane that I wasn't even on! I would not recommend this airline to anyone. Their customer service was very rude and not helpful. We finally gave up and decided to drive 10 hours to our destination because they couldn't do anything for us.
3650|New York|3650|english|2022-12-21 00:11:42.953034977|AlphaAirlines|New York to Miami. This was an okay flight compared to the other American Airlines experiences I had. No delay, flight attendants were nice, the IFE was for money though, but that is a minor inconvenience. The aircraft was a newer Airbus, so not one of those ancient planes American Airlines has these days.
3651|Shanghai|3651|chinese|2022-12-21 00:11:42.953034977|AirChz|上海飛往洛杉磯。美國航空的在線預訂管理存在困難，因為它不允許通過互聯網以現金進行更改或升級，這有點蹩腳，因為大多數其他航空公司都允許這樣做。網上選座沒有什麼幫助，因為美國航空的賺錢座位規定，我不可能連續選三個座位。幸運的是，PVG 的工作人員非常理解和樂於助人，因為我們到達得很早，他為我和我的父母安排了 D、E、H。飛機是新的，我很喜歡。準時起飛，機上娛樂設施綽綽有餘，但對於像我父母這樣不會說英語的人來說可能還不夠。食物還可以，空乘人員也在做他們的工作。總而言之，與我們接下來的兩趟 L​​AX 和 SLC 之間的國內航班相比，體驗相當不錯。
3652|Bos|3652|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Boston to Las Vegas via Charlotte. I have been flying with American Airlines for a long time and I have seen progressive decline in customer service, quality of flights, and all around appearance of this airline. AA employees do not seem to care and it shows! After arriving at the airport where a airline representative directs you to wait in a line to check your bags (which they charge a fee for) and does not move due to lack of personnel. And when you approach a desk AA rep and telling her that you have been waiting on that line for an 1:15 and the flight is boarding, she says everyone has problems and please wait in line. I did and evidently missed my flight. AA doesn't seem to care for their passengers, and this is not my first unpleasant experience! With ever increasing fees for traveling and fees for checking bags and awful services that this airline offers, at a time that the airline cannot blame the price increase for high fuel, they are still not offering any service in return.
3653|London|3653|english|2022-12-21 00:11:42.953034977|AlphaAirlines|London to Miami and back on American Airlines was a pleasant experience. Very spacious full-flat seat, good entertainment system with plenty of options, a large high resolution screen and excellent headphones. Even the quality and quantity of the food was as good as on European airlines. Friendly crew, lacking a bit in sophistication. On the return flight, we waited on the tarmac for a full hour before we could disembark which caused a missed connection for me, but the airline cannot be blamed for that. The price was much lower than Lufthansa and the product was at least as good so I would fly American again.
3654|Memphis|3654|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Memphis to Charlotte with American Airlines. The scanners were broken leaving them to enter each seat in manually. The crew was rude one even ran onto the plane to pull someone off because he miswrote the seat into the computer. The plane from Memphis to Charlotte was 40 minutes late and went to the wrong gate, giving myself and other passengers 15 minutes to get off the plane and run across the airport to the opposite side, only to miss my flight. Though the plane was still there, since it was less than 10 minutes, the doors were shut and that was that. The attendants at the gate were rude and cut me off midsentence. I will never fly with them again.
3655|Dallas|3655|english|2022-12-21 00:11:42.953034977|AlphaAirlines|"Dallas to Barcelona via Miami. I wonder how many times American Airlines are told that they are literally the worst airline? The service is atrocious and they simply don't care. I'm writing this as we sit on the tarmac because of a lavatory failure. My entertainment system has been rebooted several times and I was simply told ""Oh well"" by the flight attendant. Just a blank stare like it is my fault. Save yourself the grief."
3656|Washing|3656|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Washington to San JosÃ©. I made a mistake booking my AA Ticket online. Luckily the DOT requires airlines to allow you to make changes (with no fee) for up to 24 hours after booking a flight. I realized my mistake and called a mere 10 minutes after my original booking and informed the airline of the mistake and asked to change to the correct flight. The correct flight was the same price so it was a simple change. All went well and they agreed to change it no problems. (I thought) the correct flight was booked, and all was well. As I prepared for my trip, I realized my itinerary on aa.com was still the original flight. I call AA and they informed me that although they can see I called in, they have no record of the change. I explained that the reason I called (obviously) was to correct the itinerary, but they must not have done so. Despite the fact that they could see I called - they still wouldn't change my flight without the $200 change fee, since the operator apparently didn't annotate in the notes why I called, or change the flight correctly. Since all I have is a call log, and not a recording of the call, not sure how I would prove it. I'm not upset they made a mistake fixing my mistake (I made a mistake too after all) - what upsets me is that they are so insistent on charging that $200 change fee - even after I can show them that the itinerary should've been fixed when I called them the first time! Not an experience I'll forget anytime soon.
3657|Chicago|3657|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Chicago to London with American Airlines. Comfortable flight on a refurbished Boeing 767. No in-seat video is provided but there are control boxes on the floor. Food and wine were fine. Crew were good and interacted with passengers during the flight. Overall, good basic service that gets you from A to B.
3658|Las Vegas|3658|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Las Vegas to Dallas. Mechanical problems are a given in the airline business however it's up to the airline to make up the difference. We missed our connecting flight and then waited for 1.5 hours for the hotel to send a shuttle. The airline had two hours to figure out who would be missing what flight and to coordinate effectively with the hotel for a seamless transition. Instead we waited in the cold and ended up at a hotel that was 20 mins away from the hotel, one that only had a shuttle once an hour and we almost missed the kitchen due to their laziness and poor planning. If it's ever in my power American Airlines will never get a dime from me again.
3659|Montevideo|3659|english|2022-12-21 00:11:42.953034977|AlphaAirlines|"Montevideo to London via Boston. Check-in MVD with no troubles, informed bag need to be collected with clearing custom in MIA. Boarding the flight 2A comes to my attention there is customer occupying the seat however due to aircraft change seat 2A was free. Due to that change other customer was yelling at me to change seat. Later during flight when crew gave custom form I wasn't too advanced in Spanish so decided to go to front galley and ask cabin crew to provide me with English custom card - that was mistake as five crew members laugh at me saying ""you don't speak Spanish"". Diverted from MIA to TPA due to weather (sure this happened, I managed to have a little snooze being on the ground 4h-5h with not much information). Tried to change my flight over the phone to attend my meeting in BOS however no chance to arrange it. After long morning and early afternoon having already few changes on my ticket I was sent to MIA by the same flight and arrived over 10hrs late. Crew on TPA-MIA flight was very good and that was only great team I witnessed during five flights on my trip. No one was able to assist me with changes for next day and I was offered another change and fly MIA to LHR. Being so exhausted with so little informations and if there were any confusing so badly I accept the change. When I boarded B777 some customers were approaching cabin crew asking about aircraft change and no flat beds available - crew denied any changes. When I contacted customer service to find some explanations and gave feedback from my experience I couldn't be any more disappointed from response."
3660|Charlotte|3660|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Charlotte to Los Angeles with American Airlines. I have flown on a lot of airlines, today's was the worst. Dismal customer service, rude counter workers and flight attendants, service boasted of wifi, television screens with 250 movies on the seat as well as USB chargers for the seats, none of which were available on a 5.5 hour flight. Boarding process was painful. Plane was dirty and some seats were worn out and had tears in them. Will not be flying with American Airlines again. Plane tickets are way too expensive for such substandard value.
3661|London|3661|english|2022-12-21 00:11:42.953034977|AlphaAirlines|London to New York JFK, returning from Miami, and great flights with in Business Class on Boeing 777-300. The space, comfort, and privacy on this aircraft is second to none. The cabin crew were courteous and helpful (most of my flights with AA have been in coach where the rudeness of the staff used to be legendary). On both flights, the FA greeted by name, confirmed my meal order with me (requested on line) and took my coat. Outbound lunch was good, as were the wines. Drinks constantly replenished. A selection of snacks was laid out in the bar between meals, although I didn't try them. The pre-landing snack was croque monsieur, which was ok but really no better than the pizza that you used to get in coach many years ago. Before landing, the purser walked through the cabin thanking each passenger for flying AA. A nice touch. Bose noise cancelling headphones are superb, although they collect them almost an hour before landing. On the return from MIA, the food and service were again very good. The steak on flights starting the in the US is always better than on those starting in the UK, and it was served on a very hot plate. The salad was excellent. FA asked if I wanted to be woken for breakfast. Although I didn't I was awake when breakfast came round and it was surprisingly good. I'd previously flown Business Class on the US Airways A330. The 777-300 seat is similar but improved. There is no gap between the seat and the wall, where things can be lost on the A330. There is a vanity mirror in the storage cupboard. The TV screens are larger (15â€). The seats have more adjustable positions. However, there is no storage under the footrest. A nice lightweight duvet and large fluffy pillow added to the comfort. The seats are a bit hard when sitting fully upright or fully flat for any length of time, but are very comfortable when reclined. Sleeping on the way back, the plane was very warm and I slept on top of the duvet which was very comfortable indeed. The washrooms on this plane are very nice, particularly the one on the starboard size which is double sized. The equipment makes this Boeing 777-300 the best business class across the Atlantic, and the service was up to par. The downside of this plane is that all the seats are very private, and if you are travelling with a companion then even in the middle pair you can't really see or talk to each other. If you want to socialise with a travelling companion, you may not like this plane. IFE was fair, not a lot of new films but enough newish and classics to keep me happy. I've marked down ground service because of a problem at LHR. I am gay and was travelling with my partner. The check in operative at tried to make us check in separately. When I asked if married couples had to check in separately she said no. I explained that my travelling companion was my Civil Partner, and that we had the same legal rights as a married couple. She was embarrassed and apologetic, but making assumptions about peoples sexuality is inappropriate. Business class check in and fast track security at LHR are excellent.
3662|New York JFK|3662|english|2022-12-21 00:11:42.953034977|AlphaAirlines|New York JFK to Miami was on a refurbished American Airlines Boeing 767 with international business class flat bed seating. The seating is not as good as on the 777-300, but it's a big improvement on the angled seating on the 777-200, and for a short domestic flight it is exceptional. The 1-2-1 configuration means every seat is accessible from an aisle, and the centre pairs are good for couples travelling together. All seats are forward facing. Service was friendly and rather informal. The food was good â€“ the steak was better than on the flight over from London. IFE is only provided when these planes are flying internationally, and is provided by Samsung tablets in business class. Having flown into JFK in International Business Class, we had access to the Admiral's Club Lounge. These lounges are poor compared to British Airways. We got vouchers for two premium drinks each, but you have to wait to be served by a lone overstaffed barman, and the choice of food is poor.
3663|Fort Myers|3663|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Fort Myers to Portland on American Airlines. I booked tickets for my 3 year old, my husband, myself and our 1yr and a half old. When I was checking in for our flight back home it showed our seats completely scattered on the plane and when I purchased our tickets they were together. Now they tell me that they have no seats together at this time and to check with the airport. I told them to change my flight or change someone's seats cause I will not be sitting away from my child! So not impressed. Never again!
3664|New York|3664|english|2022-12-21 00:11:42.953034977|AlphaAirlines|New York to Las Vegas with American Airlines, and terrible customer service. Extremely rude staff at the check-in counter. No in-flight entertainment on a 6+ hour flight. No complimentary beer/wine, snacks or meals on the flight. I flew LAX to JFK, JFK to Las Vegas, Las Vegas to Phoenix and Phoenix to Honolulu all within a 2 week period and all but one of the flights were delayed. Very little information passed on to the customers.
3665|Philadelphia|3665|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Philadelphia to Austin via Dallas. We were originally booked on American Airlines flight for Sunday (day of the big storm). Flight cancelled and rebooked via Indianapolis the following day (Monday). We were also cancelled from this flight though I did receive notification that all the connection flights flew on this day - so the plane not cancelled we were bumped. Then scheduled for Tuesday via Dallas except we were on a first class tickets x 3 and sitting in the rear of the plane on Row 36. No contact or email of the airline event though they had this because I spoke to their operator and gave it all to them. First class was fine from Dallas to Austin but American Airlines have lost a client for lack of service.
3666|Orange County|3666|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Orange County to London via Dallas Ft Worth with American Airlines, and very good service. Pretty nice aircraft, good food, and friendly staff. Entertainment on board was very cool, screens were new and working. For the ground service, I have never met such unfriendly people.
3667|Chicago|3667|english|2022-12-21 00:11:42.953034977|AlphaAirlines|"Chicago to Atlanta with a 7 seven-hour delay, including 2.5 hours sitting on the plane, for a few inches of snow and some icy rain. While we sat on the plane, they kept announcing that equipment was malfunctioning and delaying us. Yes, weather can happen, but there was no attention to customer satisfaction after that - not even a little extra like free food. We lost $72 needing to get a hotel room near Atlanta that night, losing the money for the pre-booked hotel in Savannah we couldn't get to. I wrote American hoping for some level of refund, but they just answered ""we can't control the weather."" American is ranked 9th out of 10 airlines, and I see why now. Don't use it!"
3668|Chicago|3668|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Chicago to London Heathrow with American Airlines, and it was graceless from start to finish. No wait at check-in and through security in about 25 minutes. On a business class ticket you can access the Admirals Club lounge, which comes with a coupon for one free drink (including bottled water)!. Even then there's an expectation that you'll have to tip the barman who provides it. Otherwise, it's a few cheese crackers, cheese cubes and assorted nuts. There's a water fountain in the lounge, if you're really thirsty. Boarding was quick and stress free, and the refurbished Boeing 767-300 business class cabin offers a lof of personal space. There was a very long and unexplained wait after boarding until the doors were closed, and a further wait until pushback. You'd think that the flight attendants would be thinking ahead to how they'd be able to get on with service quicker on a night flight, such as taking dinner and drinks orders, but no, all standing around in the galley chatting. After take-off the flight attendants got out of their seats after 30 minutes. The next step was to manually log out 30 entertainment tablets and noise-cancelling earphones, so that was another 30 minutes gone. It was 90 minutes from take-off before the first drink hit the table. Dinner orders were then taken, and the meal service got under way. The cabin was kept at full illumination, with no attempt to create any form of night-time ambience. The starter was a mushroom carpaccio, which was very tasty, followed by what you'd think would a safe option 'steak in demi-glaze of blue-cheese'. The demi-glaze looked like oatmeal, and the steak was bloody in the middle, so after a few cuts, the blood started running everywhere, and it quickly became a pink, inedible mess. The dessert was ice-cream, which took a full 15 minutes before you could even crack off a chip with a spoon. The flight attendants were regularly doing the rounds throughout the flight, and nobody wanted for a drink. I passed on on the breakfast option of a quiche lorraine and spicy sausage, as this seemed like the perfect recipe for early-morning heartburn. The seat was extremely comfortable, but if you're looking for a business class product that delivers some style and atmosphere, this isn't it.
3669|Los Angeles|3669|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Los Angeles to Sydney, and awful American Airlines check in staff who were rude and unpleasant. I was moved seats and sat completely separately from my family, despite having an arm in a sling and a hand in plaster. When I was upset and crying, I was told to be quiet. The onboard service was unfriendly, the flight attendant kept banging into me and the food was awful. Certainly not service with a smile. I will never fly with American Airlines again.
3670|Las Vegas|3670|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Las Vegas to Sydney via Los Angeles, and American Airlines are by far the worst airline I have travelled. Not only did they delay our flight by 2 hours resulting in a plane full of people missing their connect from LAX to Australia, but they were completely unhelpful with the reorganisation of all of the missed flights. We waited from 10:30pm - 3:00am to have our flight rescheduled (which left over 24 hours after our original flight) and have accommodation organised. We arrived at our accommodation to find that American Airlines credit card declined 4 times. We were then asked if we would go to a new hotel at 2:30am which required us to use a shuttle that left every 20 min to go back to the airport and then go on a 2nd 20min shuttle to go to the new hotel. It is currently 3:30am and they are yet to provide a credit card that has been accepted for a $115 payment. They also provided a $7 food voucher. All of that aside, we were treated so poorly by each of the American air staff we encounted and I really couldn't speak more poorly of any airline travel situation. Bitterly disappointed.
3671|London|3671|english|2022-12-21 00:11:42.953034977|AlphaAirlines|London to Cancun via Miami with American Airlines, ands the flight in general was okay. Meals alright. Seat in business class was pretty comfy. Staff a little scary, but relatively polite. We have had a major problem with our luggage however. When we arrived in Cancun, one of our 2 suitcase didn't arrive. The AA computer reports that it is in Miami and it will follow the next morning on the 9am flight, so we happily head to our hotel. We've never seen the bag since and it's now 3 weeks later. If we check on the computer, it says the bag has not been located and to check back later. If we call, we are told the same thing. I feel like no-one is looking for my bag and it's just a case of 'computer says no'. All they tell us is to fill out their outdated paper based property form and send off a claim with receipts for all items over a certain value (which we don't have for everything in the case). I feel like no-one cares that my bag with some prized possessions has gone missing and they will just pay out - I'm expecting less than the full amount the case is worth, due to not being able to provide receipts for things that were a gift / more than a couple of years old. This would definitely put me off travelling with them again.
3672|San Francisco|3672|english|2022-12-21 00:11:42.953034977|AlphaAirlines|San Francisco to Chicago O'Hare, and a well-run flight from American Airlines. Despite having a low-cost economy ticket, I was given Priority Access for free, which meant I had plenty of time to board the plane, put away my bags and get settled. Cabin service was polite. American Airlines is in my opinion, the most reliable of the three major US carriers.
3673|Dallas|3673|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Dallas to Quito with American Airlines. It was clean and new cabin, with comfortable seats. The meal was bad - just a sandwich. It is an international flight and just a sandwich is served. Be ready and take some food with you. Only 1 glass of water was offered, and this is not fair on an international flight, we have to buy food at the airport. They should improve by including some food. I believe that Delta and LAN Ecuador have better choices.
3674|Philadelphia|3674|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Philadelphia to Denver, and this is my first time flying with American Airlines and I will never fly with them again. I had to have my name changed on my ticket going to to my initial flight and I was in the customer service line. I was yelled at by three different employees in the Denver airport to go print my boarding pass at a kiosk, which I had already done. Then, with my departing flight from Philadelphia, I had to pay for my checked bag with cash. A very nice employee directed me to the correct line. I was standing there for a little while and then a woman behind the desk starts staring at me, yelling at me to go print my boarding pass at a kiosk. I have never ever been treated this way when I am just trying to get on to my flight. I understand that the kiosks make things easier for everyone, but employees should be trained in being polite to customers to find out what they are in line for before shouting at them. Or at least hire friendlier people if it's that difficult.
3675|Pittsburgh|3675|english|2022-12-21 00:11:42.953034977|AlphaAirlines|"Pittsburgh to San Diego via LAX. The worst consumer experience of my life. My flight for Tuesday morning was canceled at midnight. 3 hours on the phone, with numerous people telling me I'll be delayed for 3+ days. Finally at 3am, a supervisor finds me a flight leaving in a couple hours. Hustle to the airport and the lines are crazy at 5am. Not enough employees and the logistics were terrible. Fast forward and I arrive home in San Diego. My luggage didn't join me. I went to the baggage office and it turns out the check-in person in Pittsburgh put the wrong code on my bag. I filed the appropriate claim. Fast forward 5 days, no bag arrives at my home. Now, I've spent the last 2 days listening to terrible elevator music for 4+ hours on hold with ""central baggage services"" without hearing a human voice. I will never again willingly purchase a ticket for American Airlines."
3676|Dublin|3676|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Dublin to Las Vegas via Philadelphia for our honeymoon. The plane was serviceable, food fine, movies fine. The staff were friendly, courteous and helpful. When you needed something they gave it to you. No big fuss, just simple good manners. We had one flight delay between Vegas and Cancun but the American Airlines staff did everything they could to make sure it wasn't a complete mess - and things worked out okay. Our flight back to Dublin with no drama, nice staff.
3677|Tampa|3677|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Tampa to San Diego. The worst airline I've encountered. They have zero regard for their customers and (aside from the flight attendants) have the most apathetic, unfeeling staff. I missed all of my original flights, my rebooked connecting flights to my final destination due to their own delays. When I reached out to American Airlines I received no assistance in rectifying or easing my problem. I'm now stuck in Dallas sleeping at the terminal running 12 hours behind my original schedule. I will never recommend this airline.
3678|Bos|3678|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Boston to Cozumel via Miami return at peak travel time (Dec. 26 out and Jan. 2 in). All flights on new A321. Six in our group, had the premium economy seats. Very comfortable, lots of leg room, and excellent AVOD: good-sized screen, sharp resolution, and very clear sound. Lots of choices. Service at check-in and boarding very efficient. Drink service, supplying the full can of the chosen beverage. Only downside was one sour flight attendant on the return from Miami. Otherwise, attendants were helpful and cheerful. Some delays, but pilots compensated. Seven or eight pieces of luggage made it both ways, including two gate-check car seats for kids.
3679|Flew Chicago|3679|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Flew Chicago to Miami with my girlfriend on Dec 2nd then on to Milano a few days later: the international flight was an Iberia ticket operated by AA which I explicitly selected as I wanted a direct flight to Milano on the way back. I have been flying with them several times in the last 5 years so I knew what to expect: basic service, aged planes and lower standards compared to major European and Asian carriers. The B738 which operated the domestic leg was kind of new instead, seats were comfortable and with a big screen (most of the services had to be paid, thoughI did enjoy the map) and crew, including the talkative pilot, nice so nothing to complain about. There was also a medical emergency on the way to Florida and it was managed promptly. MIA to MXP was operated by an old B767-300ER and, as expected, it felt like being on a bus even thought the seat is slightly better in terms of width and softness than on newer planes of any airline. Food was bad but I was prepared and I brought something with me so did not starve, it was a night flight so having no entertainment did not bother me so much but it must be painful on a daylight trip, if you are not aware. Again, crew polite and friendly but very little information from the cockpit and it was not understandable because of the bad intercom system. The only issue was the check in Miami as they force you to use the automatic machines and tag your own luggage but often you end up having to ask for help (i.e. for checking your Passport if you are not an EU citizen, like my girlfriend) and at the end the whole procedure may become slower than the standard one. The real plus of this airline is the price and I have got the feeling they are trying hard to keep their standards up to date by buying a huge number of new planes and by providing their customers a better service but it will probably take some time before they can really compete with non-US carriers in terms of quality. Personally, I will keep flying with them inside US while for overseas flights to/from USA my choice will still be for European carriers, unless unbeatable deals.
3680|Chicago|3680|english|2022-12-21 00:11:42.953034977|AlphaAirlines|"Chicago to Milan return. Lost our luggage on both the outgoing and return flights. Not staying in a hotel made it very difficult to get by without clothing, toiletries, chargers, appliances, converters etc. Spent hours every day on the phone with the airline tracking our bags. Each day they assured us that we would receive them the following day. Actually received luggage on the 5th day out. 3 days before our scheduled return I requested a change for my husband as his father had become ill while we were away. Young girls at the American Airlines kiosk in Milan spoke very little English and could only tell us that ""all flights are full"" and there was no Manager to talk to. I had a broken seat on the return that did not recline. It didn't matter that our luggage was lost again on the return because we were home. What did matter was that after contacting American Airlines about our problems, they did not even respond until the 3rd letter and then told us that it is not their policy to give any compensation for lost luggage unless we had purchased approved items and had saved all receipts. Nothing was given to us outlining these rules."
3681|Dallas|3681|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Dallas to Vancouver with American Airlines, and this is the worst airline ever. Its ridiculous how many times the flights are cancelled and they leave the customers in standby and they don't care where will they stay overnight or anything. If your flight is cancelled they can make you wait days for next flight. The service is horrible and for them pretty much they are doing you a favour rescheduling the flights they cancel. I would put no stars this airline doesn't even deserve one star.
3682|Memphis|3682|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Memphis to Indianapolis via Charlotte. Terrible experience over Christmas Holiday weekend trying to get to wedding! Flight late and missed connecting flight stuck in Charlotte and customer service was worst of any company I have ever dealt with! Absolutely no help - couldn't find luggage, reps couldn't have cared less. I will never make the mistake of flying American again.
3683|Los Angeles|3683|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Los Angeles to Madrid via Dallas and service was good on American Airlines. We were too late for our initial flight, however American gave us a new LAX-DFW flight and handled our change in flight very well. We got on the plane and left. Turns out our original flight got delayed severely, so I'm glad they allowed us to change! The seats were comfortable, the flight went smoothly, however no airline is without issues. The IFE could've been better, and the food on is gross (except breakfast and snacks.)
3684|New York JFK|3684|english|2022-12-21 00:11:42.953034977|AlphaAirlines|New York JFK to Paris CDG with American Airlines. Newer airplane thus the fully reclining seats were quite comfortable. Service was acceptable and the flight attendant was very accommodating. I was able to sleep most of my flight without disturbance from the staff. Bathrooms were clean. Would fly with American Airlines again.
3685|Denver|3685|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Denver to London via Chicago with American Airlines. Our flight from Denver to Chicago was delayed due to weather. That's understandable. The delay caused us to miss our originally scheduled flight from Chicago to London, so I waited in line at the gate counter to re-book on a later flight from Chicago to London that we'd be able to make, based on the delay. Several of us on the flight were attempting to connect to London, and the later flight was filling up fast. Luckily I was near the front of the line. And then the gate agent upped and disappeared on us. Just walked away without saying anything to the person at the front of the queue. We thought we'd gone to the restroom or something and would be back. No - gone. The other agent didn't appear to notice or care when we pointed out this ridiculous behavior. After queuing back up at the end of the other line and finally getting some service, the later flight was full, of course. Delayed our vacation by a day and a half. No compensation. The flights themselves were OK, once we were actually on some flights. But I'll pay more to avoid American in the future. Too many awful customer service experiences with them.
3686|Miami|3686|english|2022-12-21 00:11:42.953034977|AlphaAirlines|"Miami to St. Kitts on American Airlines. All was great until we all were boarded and soon found out we were waiting for a few individuals to board. We then found out we were delayed on runway for weather. Then the next announcement said if we didn't leave at a certain time we would be brought back to the gate due to the pilots being over their hours. We eventually made it back to the gate, the announcement was they were trying to find a back up crew to fly us out then we found out we had a crew but then the airport was shutdown at our final destination. We all got off plane and were specifically told our flight was cancelled and to see the rebooting station for a hotel voucher and food voucher. The food and hotel voucher was a no go as they ""delayed"" our flight and forced us all to stay in the airport with not a thing but a rocking chair and airport seats. The airport completely shut down leaving 200+ individuals stranded with no food/drink etc. Never was an attempt to let anyone know what was going on or our next step. The customer service is the worst I have seen and you just lost at least if not more 6 customers who will never use your services again."
3687|Louisville|3687|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Louisville to Miami via Charlotte on American Airlines. The plane had a fuel pump issue, it was an hour late at take off. When I asked one of the flight attentants how long it would take to reach Charlotte, she rudely asked what did they say during the announcement. I replied that I had hearing issues and did not recall. I felt that this was an inappropriate response to a person with a handicap. For the sake of the airline and the other people traveling with this flight attentant I hope her demeanor and behavior is corrected.
3688|Atlanta|3688|english|2022-12-21 00:11:42.953034977|AlphaAirlines|Atlanta to Albuquerque via Phoenix. I was supposed to board my connecting American Airlines flight at midnight to Albuquerque. Just 20 min before boarding the flight was cancelled not due to technical snag nor bad weather. I was taken by surprise to hear that their crew member hasn't turned for duty. I was told to take a connecting flight to Dallas, with a first class upgrade which again turned out to be a second class ticket. The airline service was disgusting. It was a bad thanksgiving vacation.
